element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,GW,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,name,position,team
192,254,8,0,False,2026-02-11T19:40:00Z,2,3,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-2770,86560,733,3503,Hartman,DEF,Burnley
192,263,7,0,False,2026-02-21T15:00:00Z,1,1,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-2494,84572,456,2950,Hartman,DEF,Burnley
192,274,5,0,True,2026-02-28T15:00:00Z,3,4,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-1728,83063,485,2213,Hartman,DEF,Burnley
192,284,9,0,False,2026-03-03T19:30:00Z,2,0,29,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-1737,81423,544,2281,Hartman,DEF,Burnley
192,293,4,6,True,2026-03-14T15:00:00Z,0,0,30,False,73,0,0,1,0,0,0,0,0,0,0,0,22,11.8,0.8,2.0,1.5,4,2,2,6,1,0.00,0.01,0.01,1.67,4.0,-1721,79967,577,2298,Hartman,DEF,Burnley
192,305,10,1,False,2026-03-21T15:00:00Z,3,1,31,False,90,0,0,0,3,0,0,0,0,0,0,0,8,22.6,40.1,11.0,7.4,4,4,3,7,1,0.02,0.22,0.24,3.15,4.0,-444,79095,790,1234,Hartman,DEF,Burnley
193,6,18,0,False,2025-08-16T14:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,0,6171,0,0,Humphreys,DEF,Burnley
193,14,17,0,True,2025-08-23T14:00:00Z,2,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-949,5317,122,1071,Humphreys,DEF,Burnley
193,26,14,0,False,2025-08-30T14:00:00Z,3,2,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-437,5190,218,655,Humphreys,DEF,Burnley
193,34,12,0,True,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,34,6160,462,428,Humphreys,DEF,Burnley
193,44,16,0,True,2025-09-20T14:00:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-46,6527,317,363,Humphreys,DEF,Burnley
193,57,13,0,False,2025-09-27T14:00:00Z,5,1,6,False,2,0,0,0,2,0,0,0,0,0,0,0,-5,0.2,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.62,4.0,-100,6786,268,368,Humphreys,DEF,Burnley
193,62,2,0,False,2025-10-05T13:00:00Z,2,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-101,7017,214,315,Humphreys,DEF,Burnley
193,72,11,0,True,2025-10-18T14:00:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-156,7528,228,384,Humphreys,DEF,Burnley
193,90,20,0,False,2025-10-26T14:00:00Z,2,3,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-176,7697,171,347,Humphreys,DEF,Burnley
193,92,1,0,True,2025-11-01T15:00:00Z,0,2,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-99,8005,224,323,Humphreys,DEF,Burnley
193,110,19,0,False,2025-11-08T15:00:00Z,3,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-176,8134,143,319,Humphreys,DEF,Burnley
193,114,7,0,True,2025-11-22T12:30:00Z,0,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-95,8478,185,280,Humphreys,DEF,Burnley
193,122,5,0,False,2025-11-29T15:00:00Z,3,1,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-167,8548,108,275,Humphreys,DEF,Burnley
193,134,8,0,True,2025-12-03T19:30:00Z,0,1,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-62,8612,113,175,Humphreys,DEF,Burnley
193,148,15,0,False,2025-12-06T15:00:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-270,8414,50,320,Humphreys,DEF,Burnley
193,153,10,0,True,2025-12-13T17:30:00Z,2,3,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-641,7769,62,703,Humphreys,DEF,Burnley
193,162,4,0,False,2025-12-20T15:00:00Z,1,1,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-256,7529,53,309,Humphreys,DEF,Burnley
193,173,9,8,True,2025-12-27T15:00:00Z,0,0,18,False,90,0,0,1,0,0,0,0,0,0,0,0,25,22.2,2.0,8.0,3.2,7,2,3,10,1,0.13,0.01,0.14,0.85,3.9,-74,7566,131,205,Humphreys,DEF,Burnley
193,183,15,2,True,2025-12-30T19:30:00Z,1,3,19,False,75,0,0,0,1,0,0,0,0,0,0,0,20,20.2,4.2,4.0,2.8,6,6,0,6,0,0.00,0.08,0.08,1.33,3.9,429,8560,540,111,Humphreys,DEF,Burnley
193,193,6,2,False,2026-01-03T15:00:00Z,2,0,20,False,90,0,0,0,2,0,0,0,1,0,0,0,3,23.2,1.0,2.0,2.6,8,1,2,10,1,0.00,0.00,0.00,1.45,3.9,242,8414,437,195,Humphreys,DEF,Burnley
193,204,14,6,True,2026-01-07T20:15:00Z,2,2,21,False,90,0,1,0,2,0,0,0,0,0,0,0,25,25.0,11.8,4.0,4.1,9,3,1,10,1,0.00,0.01,0.01,2.55,3.9,11,8505,304,293,Humphreys,DEF,Burnley
193,215,12,4,False,2026-01-17T15:00:00Z,1,1,22,False,90,0,0,0,1,0,0,0,1,0,0,1,25,32.0,1.2,2.0,3.5,10,2,2,12,1,0.00,0.00,0.00,3.18,3.9,1576,10386,1952,376,Humphreys,DEF,Burnley
193,224,18,1,True,2026-01-24T15:00:00Z,2,2,23,False,90,0,0,0,2,0,0,0,0,0,0,0,6,14.6,1.1,4.0,2.0,3,4,3,6,1,0.03,0.00,0.03,2.05,3.9,5032,15811,5797,765,Humphreys,DEF,Burnley
193,238,17,3,False,2026-02-02T20:00:00Z,3,0,24,False,90,0,0,0,3,0,0,0,0,0,0,0,5,27.0,2.3,0.0,2.9,7,3,3,10,1,0.00,0.01,0.01,1.47,3.9,678,16379,2464,1786,Humphreys,DEF,Burnley
193,244,19,0,True,2026-02-07T15:00:00Z,0,2,25,False,90,0,0,0,2,0,0,0,1,0,0,0,11,18.8,41.3,3.0,6.3,3,2,2,5,1,0.02,0.35,0.37,1.02,3.9,806,17323,1526,720,Humphreys,DEF,Burnley
193,254,8,4,False,2026-02-11T19:40:00Z,2,3,26,False,90,0,1,0,2,0,0,0,0,0,0,0,14,19.6,1.7,19.0,4.0,5,8,1,6,1,0.04,0.01,0.05,1.80,3.9,-738,16578,289,1027,Humphreys,DEF,Burnley
193,263,7,2,False,2026-02-21T15:00:00Z,1,1,27,False,82,0,0,0,1,0,0,0,0,0,0,0,6,9.8,2.0,0.0,1.2,4,2,2,6,1,0.00,0.00,0.00,1.92,3.9,187,16974,784,597,Humphreys,DEF,Burnley
193,274,5,1,True,2026-02-28T15:00:00Z,3,4,28,False,90,0,0,0,4,0,0,0,1,0,0,0,-1,24.4,15.8,0.0,4.0,8,3,2,10,1,0.00,0.11,0.11,2.25,3.9,461,17547,984,523,Humphreys,DEF,Burnley
193,284,9,0,False,2026-03-03T19:30:00Z,2,0,29,False,90,0,0,0,2,0,0,0,1,0,0,0,5,14.6,1.8,0.0,1.6,6,3,2,8,1,0.00,0.01,0.01,1.30,3.9,489,18132,1300,811,Humphreys,DEF,Burnley
193,293,4,6,True,2026-03-14T15:00:00Z,0,0,30,False,90,0,0,1,0,0,0,0,0,0,0,0,28,28.6,10.6,15.0,5.4,8,5,0,8,1,0.10,0.03,0.13,2.55,3.9,-337,17880,749,1086,Humphreys,DEF,Burnley
193,305,10,1,False,2026-03-21T15:00:00Z,3,1,31,False,90,0,0,0,3,0,0,0,0,0,0,0,2,20.8,0.5,2.0,2.3,6,8,1,7,1,0.00,0.00,0.00,3.15,3.9,66,17854,808,742,Humphreys,DEF,Burnley
194,6,18,0,False,2025-08-16T14:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,0,17054,0,0,Jordan,DEF,Burnley
194,14,17,0,True,2025-08-23T14:00:00Z,2,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-1802,18958,568,2370,Jordan,DEF,Burnley
194,26,14,0,False,2025-08-30T14:00:00Z,3,2,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-4343,14467,72,4415,Jordan,DEF,Burnley
194,34,12,0,True,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-2080,12668,72,2152,Jordan,DEF,Burnley
194,44,16,0,True,2025-09-20T14:00:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-1042,11675,41,1083,Jordan,DEF,Burnley
194,57,13,0,False,2025-09-27T14:00:00Z,5,1,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-874,10833,31,905,Jordan,DEF,Burnley
194,62,2,0,False,2025-10-05T13:00:00Z,2,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-541,10325,64,605,Jordan,DEF,Burnley
194,72,11,0,True,2025-10-18T14:00:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-627,9702,53,680,Jordan,DEF,Burnley
194,90,20,0,False,2025-10-26T14:00:00Z,2,3,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-348,9376,25,373,Jordan,DEF,Burnley
194,92,1,0,True,2025-11-01T15:00:00Z,0,2,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-290,9097,67,357,Jordan,DEF,Burnley
194,110,19,0,False,2025-11-08T15:00:00Z,3,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-259,8859,17,276,Jordan,DEF,Burnley
194,114,7,0,True,2025-11-22T12:30:00Z,0,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-225,8643,40,265,Jordan,DEF,Burnley
194,122,5,0,False,2025-11-29T15:00:00Z,3,1,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-163,8482,35,198,Jordan,DEF,Burnley
194,134,8,0,True,2025-12-03T19:30:00Z,0,1,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-108,8388,25,133,Jordan,DEF,Burnley
194,148,15,0,False,2025-12-06T15:00:00Z,2,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-144,8242,5,149,Jordan,DEF,Burnley
194,153,10,0,True,2025-12-13T17:30:00Z,2,3,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-225,8022,30,255,Jordan,DEF,Burnley
194,162,4,0,False,2025-12-20T15:00:00Z,1,1,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-113,7904,36,149,Jordan,DEF,Burnley
194,173,9,0,True,2025-12-27T15:00:00Z,0,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-85,7835,42,127,Jordan,DEF,Burnley
194,183,15,0,True,2025-12-30T19:30:00Z,1,3,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-72,7785,27,99,Jordan,DEF,Burnley
194,193,6,0,False,2026-01-03T15:00:00Z,2,0,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-13,7759,42,55,Jordan,DEF,Burnley
194,204,14,0,True,2026-01-07T20:15:00Z,2,2,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-56,7701,17,73,Jordan,DEF,Burnley
194,215,12,0,False,2026-01-17T15:00:00Z,1,1,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,124,7833,200,76,Jordan,DEF,Burnley
194,224,18,0,True,2026-01-24T15:00:00Z,2,2,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-93,7732,50,143,Jordan,DEF,Burnley
194,238,17,0,False,2026-02-02T20:00:00Z,3,0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-106,7638,24,130,Jordan,DEF,Burnley
194,244,19,0,True,2026-02-07T15:00:00Z,0,2,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,22,7661,89,67,Jordan,DEF,Burnley
194,254,8,0,False,2026-02-11T19:40:00Z,2,3,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-52,7618,40,92,Jordan,DEF,Burnley
194,263,7,0,False,2026-02-21T15:00:00Z,1,1,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,5,7615,69,64,Jordan,DEF,Burnley
194,274,5,0,True,2026-02-28T15:00:00Z,3,4,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-3,7625,65,68,Jordan,DEF,Burnley
194,284,9,0,False,2026-03-03T19:30:00Z,2,0,29,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-14,7604,48,62,Jordan,DEF,Burnley
194,293,4,0,True,2026-03-14T15:00:00Z,0,0,30,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-30,7574,63,93,Jordan,DEF,Burnley
194,305,10,0,False,2026-03-21T15:00:00Z,3,1,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,35,7625,97,62,Jordan,DEF,Burnley
195,6,18,0,False,2025-08-16T14:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,0,14801,0,0,Lucas Pires,DEF,Burnley
195,14,17,0,True,2025-08-23T14:00:00Z,2,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-1526,16463,313,1839,Lucas Pires,DEF,Burnley
195,26,14,0,False,2025-08-30T14:00:00Z,3,2,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-1609,16096,426,2035,Lucas Pires,DEF,Burnley
195,34,12,0,True,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-1274,15753,270,1544,Lucas Pires,DEF,Burnley
195,44,16,0,True,2025-09-20T14:00:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,3410,22023,5008,1598,Lucas Pires,DEF,Burnley
195,57,13,0,False,2025-09-27T14:00:00Z,5,1,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,217,22065,1925,1708,Lucas Pires,DEF,Burnley
195,62,2,0,False,2025-10-05T13:00:00Z,2,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-492,21506,649,1141,Lucas Pires,DEF,Burnley
195,72,11,0,True,2025-10-18T14:00:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-674,21164,381,1055,Lucas Pires,DEF,Burnley
195,90,20,0,False,2025-10-26T14:00:00Z,2,3,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-746,20653,150,896,Lucas Pires,DEF,Burnley
195,92,1,0,True,2025-11-01T15:00:00Z,0,2,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-498,20513,225,723,Lucas Pires,DEF,Burnley
195,110,19,1,False,2025-11-08T15:00:00Z,3,2,11,False,9,0,0,0,1,0,0,0,0,0,0,0,1,4.4,14.5,0.0,1.9,0,0,0,0,0,0.00,0.07,0.07,0.96,3.9,-540,20203,120,660,Lucas Pires,DEF,Burnley
195,114,7,0,True,2025-11-22T12:30:00Z,0,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.9,-450,20132,143,593,Lucas Pires,DEF,Burnley
195,122,5,0,False,2025-11-29T15:00:00Z,3,1,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.8,1917,35863,2523,606,Lucas Pires,DEF,Burnley
195,134,8,0,True,2025-12-03T19:30:00Z,0,1,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.8,2898,29881,3586,688,Lucas Pires,DEF,Burnley
195,148,15,-3,False,2025-12-06T15:00:00Z,2,1,15,False,42,0,0,0,2,0,0,0,0,1,0,0,-11,0.0,6.5,2.0,0.7,0,4,1,1,1,0.00,0.04,0.04,0.51,3.8,1823,30522,2752,929,Lucas Pires,DEF,Burnley
195,153,10,0,True,2025-12-13T17:30:00Z,2,3,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.8,-2723,25928,1635,4358,Lucas Pires,DEF,Burnley
195,162,4,2,False,2025-12-20T15:00:00Z,1,1,17,False,90,0,0,0,1,0,0,0,0,0,0,0,9,14.6,5.3,3.0,2.3,5,4,3,8,1,0.04,0.03,0.07,1.41,3.8,1708,29530,2705,997,Lucas Pires,DEF,Burnley
195,173,9,6,True,2025-12-27T15:00:00Z,0,0,18,False,90,0,0,1,0,0,0,0,0,0,0,0,26,14.6,18.4,5.0,3.8,3,4,1,4,1,0.02,0.13,0.15,0.85,3.8,692,31186,1606,914,Lucas Pires,DEF,Burnley
195,183,15,1,True,2025-12-30T19:30:00Z,1,3,19,False,90,0,0,0,3,0,0,0,0,0,0,0,3,18.0,43.6,11.0,7.3,4,6,3,7,1,0.12,0.38,0.50,2.31,3.8,549,33076,1562,1013,Lucas Pires,DEF,Burnley
195,193,6,1,False,2026-01-03T15:00:00Z,2,0,20,False,90,0,0,0,2,0,0,0,0,0,0,0,5,9.2,2.9,17.0,2.9,1,5,2,3,1,0.05,0.02,0.07,1.45,3.8,353,29191,1263,910,Lucas Pires,DEF,Burnley
195,204,14,1,True,2026-01-07T20:15:00Z,2,2,21,False,90,0,0,0,2,0,0,0,0,0,0,0,-1,3.8,3.5,6.0,1.3,1,6,1,2,1,0.03,0.01,0.04,2.55,3.8,67,29410,1243,1176,Lucas Pires,DEF,Burnley
195,215,12,4,False,2026-01-17T15:00:00Z,1,1,22,False,90,0,0,0,1,0,0,0,0,0,0,0,16,29.8,2.7,7.0,4.0,15,6,0,15,1,0.04,0.03,0.07,3.18,3.8,2041,31995,3284,1243,Lucas Pires,DEF,Burnley
195,224,18,1,True,2026-01-24T15:00:00Z,2,2,23,False,90,0,0,0,2,0,0,0,0,0,0,0,7,17.2,3.7,0.0,2.1,4,4,5,9,1,0.00,0.01,0.01,2.05,3.8,2294,34287,3606,1312,Lucas Pires,DEF,Burnley
195,238,17,1,False,2026-02-02T20:00:00Z,3,0,24,False,90,0,0,0,3,0,0,0,0,0,0,0,1,7.0,4.0,4.0,1.5,4,3,2,6,1,0.01,0.01,0.02,1.47,3.8,2012,36555,4356,2344,Lucas Pires,DEF,Burnley
195,244,19,1,True,2026-02-07T15:00:00Z,0,2,25,False,90,0,0,0,2,0,0,0,0,0,0,0,15,26.0,65.9,0.0,9.2,2,9,4,6,1,0.00,0.22,0.22,1.02,3.8,1783,38456,2905,1122,Lucas Pires,DEF,Burnley
195,254,8,0,False,2026-02-11T19:40:00Z,2,3,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.8,947,40152,2288,1341,Lucas Pires,DEF,Burnley
195,263,7,1,False,2026-02-21T15:00:00Z,1,1,27,False,45,0,0,0,0,0,0,0,0,0,0,0,7,9.6,11.8,0.0,2.1,5,5,0,5,0,0.00,0.02,0.02,0.68,3.8,3,39377,1206,1203,Lucas Pires,DEF,Burnley
195,274,5,0,True,2026-02-28T15:00:00Z,3,4,28,False,90,0,0,0,4,0,0,0,0,0,0,0,7,15.4,15.6,0.0,3.1,3,6,2,5,1,0.00,0.22,0.22,2.25,3.8,-295,39206,655,950,Lucas Pires,DEF,Burnley
195,284,9,1,False,2026-03-03T19:30:00Z,2,0,29,False,90,0,0,0,2,0,0,0,0,0,0,0,10,11.4,33.0,5.0,4.9,2,7,0,2,1,0.02,0.01,0.03,1.30,3.8,-524,38708,575,1099,Lucas Pires,DEF,Burnley
195,293,4,1,True,2026-03-14T15:00:00Z,0,0,30,False,16,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,2.0,0.2,0,0,0,0,0,0.00,0.00,0.00,0.88,3.8,-502,38356,544,1046,Lucas Pires,DEF,Burnley
195,305,10,0,False,2026-03-21T15:00:00Z,3,1,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,3.8,-755,36731,329,1084,Lucas Pires,DEF,Burnley
196,6,18,0,False,2025-08-16T14:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,0,12114,0,0,Sambo,DEF,Burnley
196,14,17,0,True,2025-08-23T14:00:00Z,2,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-2282,12006,202,2484,Sambo,DEF,Burnley
196,26,14,0,False,2025-08-30T14:00:00Z,3,2,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-2618,9361,0,2618,Sambo,DEF,Burnley
196,34,12,0,True,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-1337,8145,0,1337,Sambo,DEF,Burnley
196,44,16,0,True,2025-09-20T14:00:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-623,7560,0,623,Sambo,DEF,Burnley
196,57,13,0,False,2025-09-27T14:00:00Z,5,1,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,4.0,-523,7046,0,523,Sambo,DEF,Burnley
